file,matched_bigrams,sentence
NEE_2024Q2.txt,['solar storage'],and then if you could also just clarify be that purely in term of wind solar storage or do that also include transmission
NEE_2024Q2.txt,['trend renewable'],it be a mix of technology probably trend wise fairly consistent with what we have see for overall trend for renewable development
NEE_2024Q2.txt,['solar storage'],in term of the backlog for now they be more weight towards solar and storage but i expect that to even out over time particularly as these product get more deliberately balanced with new datum center demand as these hyperscaler and datum center operator be start to put project in service
NEE_2024Q2.txt,['build transmission'],but what be not change be the need to build transmission
NEE_2024Q2.txt,['build transmission'],i do not see they necessarily want to build transmission but they be very interested in have we and other ensure that it get build to support their long term objective
NEE_2024Q2.txt,"['quarter renewable', 'renewable origination']",you have a strong quarter in renewable origination but how be political instability affect your ability to sign contract
NEE_2024Q3.txt,['performance fpl'],adjusted earning per share for the third quarter increase approximately 10 year over year reflect continued solid financial and operational performance at both fpl and energy resources
NEE_2024Q3.txt,['development renewable'],we be also pleased to announce incremental framework agreement with two fortune 50 customer for the potential development of renewable and storage project total up to 10.5 gigawatt between now and 2030 none of which be in our backlog today
NEE_2024Q3.txt,['meet nation'],when combine with our entergy joint development agreement from last quarter our recently announce framework agreement now total up to a potential 15 gigawatt demonstrate our unique position in the market and our customer confidence in our ability to help meet the nation 's need for power
NEE_2024Q3.txt,['wind approximately'],"the powerful and destructive storm hit florida as a high end category 4 hurricane with devastating storm surge and sustain wind of approximately 140 mile per hour cause approximately 680,000 fpl customer to lose power"
NEE_2024Q3.txt,['wind approximately'],hurricane milton make landfall in florida as a high end category 3 hurricane with sustained wind of approximately 120 mile per hour produce numerous tornado widespread flooding and cause approximately 2 million fpl customer to lose power
NEE_2024Q3.txt,['assist utility'],mutual aid in time of disaster be one of the hallmark of our industry and we be proud to be able to assist other utility to help rebuild some of the damage southeastern power grid that see significant impact from hurricane helene in georgia and the carolinas
NEE_2024Q3.txt,['automation smart'],the performance of our system demonstrate that fpl 's hardening undergrounding automation and smart grid investment be provide significant benefit to our customer
NEE_2024Q3.txt,"['wind approximately', 'grid technology']","during sustained wind of approximately 140 mile per hour during hurricane helene and 120 mile per hour during hurricane milton our smart grid technology investment avoid 185,000 outage during hurricane helene and avoid 554,000 outage during hurricane milton"
NEE_2024Q3.txt,['solar site'],we be proud to report that our generation fleet include our solar site sustain no significant damage
NEE_2024Q3.txt,['solar site'],despite 66 of fpl 's 88 exist solar site or approximately 16 million panel be expose to storm condition during hurricanes helene and milton less than 0.05 of our solar panel be affect
NEE_2024Q3.txt,['reliable resilient'],the recent storm underscore the importance of a reliable and resilient power grid and this need will only intensify as we face a period of unprecedented growth in power demand
NEE_2024Q3.txt,['reliable energy'],we need low cost reliable energy that can also deliver the capacity need to support the grid and we need it now
NEE_2024Q3.txt,['generation nearly'],when it come to economic renewable and storage be the low cost generation and capacity resource for customer in many part of the u.s. we believe new wind be up to 60 cheap and new solar up to 40 cheap than new gas power generation and that be on a nearly firm basis when pair with a four hour battery
NEE_2024Q3.txt,['solar storage'],incentive for wind solar and storage flow directly to customer in the form of low bill
NEE_2024Q3.txt,['solar storage'],over the past several year we have see the customer benefit of low cost solar and storage at fpl where the two combined resource be currently the low cost option for customer beat out new build gas and combined cycle unit in our ten year site plan
NEE_2024Q3.txt,"['result fpl', 'utility solar']",as a result fpl now have the large utility own solar portfolio in the country
NEE_2024Q3.txt,['solar storage'],wind solar and storage not only can be build quick but they be already in the interconnection queue
NEE_2024Q3.txt,['gigawatt renewable'],we have add another approximately 3 gigawatt of renewable and storage this quarter our second quarter in a row
NEE_2024Q3.txt,['nuclear play'],nuclear will play a role but there be some practical limitation
NEE_2024Q3.txt,['enable renewable'],and as we build more we also enable more renewable to come to market as the low cost generation source of energy
NEE_2024Q3.txt,['energy battery'],renewable will be build for energy and battery storage and gas for capacity
NEE_2024Q3.txt,['meet renewable'],to summarize we believe power demand be at an inflection point and we expect that much of that demand to be meet by renewable and storage because they be low cost fast to deploy and in the transmission queue now
NEE_2024Q3.txt,['gigawatt renewable'],since 2021 at energy resources we have originate more than 33 gigawatt of renewable and storage while place nearly 18 gigawatt into commercial operation
NEE_2024Q3.txt,['leadership power'],our new framework agreement with fortune 50 company as well as our entergy joint development agreement announce last quarter together with our continue origination success be key example of our leadership in power generation
NEE_2024Q3.txt,"['nation energy', 'create thousand']",we have invest ten of billion of dollar in the nation 's energy infrastructure create ten of thousand of job increase tax revenue and economic stimulus for the community we invest in
NEE_2024Q3.txt,"['reliable clean', 'clean electricity']",and we be power million of american home and business with low cost reliable and clean electricity
NEE_2024Q3.txt,['fact renewable'],the fact be that renewable be a critical part of the energy infrastructure in this country
NEE_2024Q3.txt,"['solar storage', 'country energy']",wind solar and storage be not only ready now and fast to deploy but also present a cost effective solution for meet our country 's energy need
NEE_2024Q3.txt,['energy build'],with scale experience and technology across the energy value chain and site ready to develop and interconnect today nextera energy be build for this moment
NEE_2024Q3.txt,['performance fpl'],the principal driver of this performance be fpl 's regulatory capital employ growth of approximately 9.5 year over year
NEE_2024Q3.txt,['visibility energy'],with these addition our backlog now total over 24 gigawatt after take into account roughly 1 gigawatt of new project place into service since our last earning call provide great visibility into energy resources ability to deliver on our development program expectation
NEE_2024Q3.txt,['wind facility'],today nextera energy partners be pleased to announce the expect wind repowere of another approximately 225 megawatt of wind facility bring its total backlog of wind repowere to approximately 1.6 gigawatt through 2026
NEE_2024Q3.txt,"['gigawatt wind', 'target gigawatt']",the partnership 's organic growth opportunity have expand and we be increase our wind repowere target to approximately 1.9 gigawatt of wind project own by nextera energy partners through 2026 which be up from the previous target of 1.3 gigawatt
NEE_2024Q3.txt,['clean energy'],nextera energy partners own a large portfolio of high quality long term contract clean energy asset and have attractive organic growth from the repowering of its exist portfolio
NEE_2024Q3.txt,['additional wind'],nextera energy partners remain focused on execute additional wind repowere opportunity in the future which we believe would provide improved operating performance and high generation
NEE_2024Q3.txt,['wind repowering'],give the demand for power nextera energy partners have many way in which it can seek to grow which could include not only acquire asset but also wind repowering and potential other organic growth opportunity
NEE_2024Q3.txt,['form energy'],they be folk that be concern with ensure that they be low cost ready to deploy and ideally low carbon form of energy and capacity
NEE_2024Q3.txt,"['cost renewable', 'renewable energy']",this situation be create increase competition for industry outside of datum center to secure low cost renewable energy generation
NEE_2024Q3.txt,['customer renewable'],most of the conversation that we have with datum center customer be around renewable
NEE_2024Q3.txt,"['solar battery', 'solution nuclear']",but obviously we have comprehensive expertise across the energy value chain whether it be wind solar battery storage transmission gas couple with renewable solution and whether it be nuclear
NEE_2024Q3.txt,['clean energy'],what we try to do be have educate discussion with our customer base to provide they with the low cost most comprehensive clean energy solution that address the demand they see go forward to satisfy their business need
NEE_2024Q3.txt,['especially renewable'],i do not see that change especially with renewable get cheap
NEE_2024Q3.txt,['fpl continue'],it be something that fpl will continue to keep a close eye on as we move forward
NEE_2024Q3.txt,"['generation resource', 'think renewable', 'renewable say']",we be prioritize other generation resource at this time and i think renewable be as i say in my prepared remark be here for the long haul
NEE_2024Q3.txt,['mention renewable'],and then you have mention renewable return early just give the strong demand backdrop
NEE_2024Q3.txt,['trend renewable'],wonder if you could just give a little bit more color on what you be see in term of the trend of renewable return for incremental project right now
NEE_2024Q3.txt,['gigawatt add'],it look like 3 gigawatt have be add in the past few quarter here and it look like about 11 over the past year
NEE_2024Q3.txt,['form energy'],we have be expect give both the commentary in the marketplace as well as what be actually happen on the ground for real demand of new electron both in the form of energy and capacity
NEE_2024Q3.txt,"['set solar', 'solar versus']",and just quickly i guess on the origination opportunity set how do you see solar versus wind stack up at this point and also big addition in battery there
NEE_2024Q3.txt,['solar storage'],there be clearly a tailwind for solar and even more so for storage relatively speak over the last couple of year
NEE_2024Q3.txt,['solar battery'],i know when the nuclear unit shut down you agree with alliant to build a lot of solar and battery storage
NEE_2024Q3.txt,['restart nuclear'],give that the new capacity addition will take up some of the preexist transmission capacity will you need to expand transmission opportunity there if you be to restart the nuclear unit
NEE_2024Q4.txt,['leader renewable'],fpl be the large electric utility in the u.s. and energy resources be the world 's leader in renewable and storage
NEE_2024Q4.txt,"['nation energy', 'upgrade natural', 'storage renewable']",we be one of the top five infrastructure investor in the united states and have invest more than $ 150 billion in our nation 's energy infrastructure over the last decade build everything from nuclear upgrade natural gas pipeline and natural gas fire generation to battery storage and renewable
NEE_2024Q4.txt,['fpl continue'],fpl continue to deliver what we believe be the good customer value proposition in one of the fast grow state in the u.s. as we approach our 100 year anniversary at fpl our vision remain the same to continue make smart capital investment for the benefit of our customer be an industry leader on cost and deliver high reliability and outstanding customer service while keep bill as low as possible for our customer
NEE_2024Q4.txt,['automation smart'],the performance of our system demonstrate that fpl 's hardening undergrounding automation and smart grid investment be provide significant benefit to our customer
NEE_2024Q4.txt,['grid technology'],our investment in smart grid technology enable we to avoid more than 2.7 million outage in 2024 and those investment pay off as our team respond exceptionally well in response to hurricanes debby helene and milton
NEE_2024Q4.txt,['fpl continue'],fpl continue to make smart capital investment in low cost solar generation and battery storage far reduce our overall fuel cost
NEE_2024Q4.txt,['effective solar'],during the year we place into service more than 2.2 gigawatt of new cost effective solar and we expect to add more than 15 gigawatt by 2033
NEE_2024Q4.txt,['currently gigawatt'],we have deploy more than 3.4 gigawatt in total and currently have more than 7.2 gigawatt in our backlog
NEE_2024Q4.txt,['start renewable'],give the current power demand environment it be more important than ever to unleash all form of electric generation start with renewable which be ready now as i will discuss more in a minute
NEE_2024Q4.txt,['gigawatt renewable'],we have originate more than 3 gigawatt in three of the last five quarter and assume we achieve the midpoint of our development expectation range energy resources will be operate a roughly 75 gigawatt renewable portfolio by the end of 2027 which would be large than the instal renewable capacity of all but seven country
NEE_2024Q4.txt,['develop renewable'],we announce two framework agreement with two fortune 50 company that have the potential to develop renewable and storage project total up to 10.5 gigawatt between now and 2030 as well as a joint development agreement with entergy
NEE_2024Q4.txt,['meet nation'],when combine our announce framework agreement total up to a potential 15 gigawatt demonstrate our unique position in the market and our customer confidence in our ability to help meet the nation 's need for power
NEE_2024Q4.txt,"['renewable meet', 'cost renewable', 'renewable energy']",this collaboration bring together the nation 's lead operator of natural gas fire generation and nextera energy and the world 's leader in natural gas and electrification technology and ge vernova to jointly develop opportunity that we believe will enable significantly more renewable to meet grow power demand by pair low cost renewable for energy with gas fire generation for capacity
NEE_2024Q4.txt,['grid benefit'],over the next four year the company plan to collaborate to identify key location on the energy grid that would benefit from new generation
NEE_2024Q4.txt,['class natural'],ge vernova will incorporate its world class natural gas generation technology and critical electrification solution while leverage its financial service capability
NEE_2024Q4.txt,['integrate renewable'],nextera energy expect to provide customer with integrate renewable storage and gas fire solution for large load something we can uniquely deliver with our scale experience technology and unmatched development skill
NEE_2024Q4.txt,['believe energy'],this framework agreement be just another example of why we believe energy resources have the most comprehensive power generation business in the world and be well position than ever to capitalize on long term growth prospect
NEE_2024Q4.txt,['administration energy'],our industry 's mandate be to deliver new generation and capacity solution at the low cost possible in order for the u.s. to achieve the new administration 's energy dominance agenda
NEE_2024Q4.txt,['energy producer'],as a lead american energy producer this be an agenda that we support and believe we be well position to deliver on
NEE_2024Q4.txt,['form energy'],at nextera energy we know all form of energy will be require to meet that mandate
NEE_2024Q4.txt,['nuclear continue'],nuclear continue to be a much long term option in our opinion due to first of a kind risk and uncertainty with near term opportunity center on recommissioning and upgrade project
NEE_2024Q4.txt,['need renewable'],that mean we need renewable and storage to meet that demand that be here today
NEE_2024Q4.txt,['reliable energy'],our mission be to provide our customer with the low cost most reliable energy no matter where they be locate
NEE_2024Q4.txt,['new energy'],and that same scale and experience also tell we that renewable and storage should continue to be a critical source of new energy and capacity across the country because they be the low cost and can be deploy now
NEE_2024Q4.txt,['fpl continue'],this capital will allow fpl to continue deliver outstanding value for florida customer by keep reliability high and fuel and other cost as low as possible
NEE_2024Q4.txt,['solar battery'],we also expect the proposal to request support for continue deployment of low cost generation and capacity addition and the continuation of our solar and battery base rate adjustment or sobra mechanism to recover the revenue requirement of these cost effective project
NEE_2024Q4.txt,['investment fpl'],it also allow we to attract capital to support the investment fpl be make to far improve the value we offer customer
NEE_2024Q4.txt,"['exist clean', 'clean energy', 'wind resource']",contribution from exist clean energy asset increase by $ 0.03 per share primarily reflect improved wind resource during the year and the impact of certain revenue and ptc escalation benefit inherent in our exist asset
NEE_2024Q4.txt,['renewable battery'],energy resources again for the third year in a row deliver our good year ever for origination add more than 12 gigawatt of new renewable and battery storage project to our backlog which include approximately 3.3 gigawatt since our last call
NEE_2024Q4.txt,['renewable backlog'],our renewable backlog now stand at more than 25 gigawatt after take into account roughly 2.4 gigawatt of new project place into service since our third quarter call
NEE_2024Q4.txt,['visibility energy'],we believe our more than 25 gigawatt backlog provide terrific visibility into energy resources ability to deliver attractive growth in year ahead
NEE_2024Q4.txt,['energy meet'],for each of the last 15 year nextera energy have meet or exceed its financial expectation which be a record we be proud of
NEE_2024Q4.txt,['renewable battery'],the idea would be to go after and target large load customer and do it in an integrate way where we can combine gas fire generation with renewable battery storage solution
NEE_2024Q4.txt,['include renewable'],we could contemplate in the right situation with the right customer also potentially a build on transfer on gas fire generation as well if it be part of a large transaction that include renewable and other growth opportunity
NEE_2024Q4.txt,['wind lease'],just one other question on i think we call it the elephant in the room the new administration and just the kind of i guess the announcement on the wind limit on wind lease on federal land and then also on kind of where thing stand on ira risk
NEE_2024Q4.txt,['achieve energy'],first we believe we need electron immediately to enhance the american energy industry and achieve energy dominance
NEE_2024Q4.txt,['achieve energy'],achieve energy dominance require a variety of solution we can not exclude any option
NEE_2024Q4.txt,['nuclear renewable'],we will need gas nuclear renewable and storage
NEE_2024Q4.txt,"['renewable currently', 'available wind']",renewable be currently available wind project can be build in 12 month storage facility in 15 month and solar project in 18 month
NEE_2024Q4.txt,['regard wind'],regard wind we have no offshore wind project and our onshore project be mostly on private land which simplify the permitting process
NEE_2024Q4.txt,['contribute power'],so if we be think as a country about their ability to contribute to all the power demand that we see that be here right now my only comment be that i would think about they more as a next decade solution probably middle of the latter part of the next decade if we be think about small modular reactor at scale and cost continue to remain a wildcard
NEE_2024Q4.txt,['think renewable'],how do you think about the renewable side of that equation in term of no long have the same sell down vehicle you do before
NEE_2024Q4.txt,['know renewable'],they do not have time to get other resource available to they in the timeframe that they need and they know that without these renewable resource storage resource or other thing that they have in the queue it would cost more money and cost more money for their end customer
NEE_2024Q4.txt,['carbon free'],while there be still noticeable carbon free premium i be curious if there have be any change in their openness to gas or how they view their goal during your conversation with they
NEE_2024Q4.txt,['state renewable'],as john state renewable and storage be at the forefront of our focus
NEE_2024Q4.txt,['reliable energy'],but you got to think about what do it take to produce reliable energy supply behind the meter without the benefit of a grid
NEE_2024Q4.txt,['exist electric'],there be a huge value to the exist electric grid
XOM_2024Q1.txt,['emission intensity'],all three fpso be now produce above their funding basis help to drive record gross production in the first quarter all with an emission intensity amongst the low in our upstream portfolio
XOM_2024Q1.txt,['energy economy'],the development of guyana 's energy economy drive the high real gdp growth in the world in 2022
XOM_2024Q1.txt,"['greenhouse gas', 'gas emission']",and our gas to energy project will feed a new government own power plant with the potential to significantly increase reliability and reduce both the cost of electricity and its greenhouse gas emission
XOM_2024Q1.txt,['emission intensity'],our methane emission intensity be down more than 60 since 2016
XOM_2024Q1.txt,['address emission'],this do not mean we should not address the emission challenge
XOM_2024Q1.txt,"['penetration electric', 'electric vehicle']",even if demand for transportation fuel decline significantly with great penetration of electric vehicle the market for petrochemical be expect to double
XOM_2024Q1.txt,['emission future'],while the transition to a low emission future will be long there be no deny it be happen
XOM_2024Q1.txt,['emission world'],we believe the same competitive advantage that have underpin exxonmobil 's success for more than 100 year will serve as the foundation for build a range of world class business in a low emission world
XOM_2024Q1.txt,"['capture storage', 'storage hydrogen']",at our low carbon solution spotlight last year we walk you through the opportunity we see in carbon capture and storage hydrogen and biofuel
XOM_2024Q1.txt,['expand waste'],the solution require sound policy responsible manufacturing expand waste management infrastructure and new technology like those that underpin our advanced recycling project
XOM_2024Q1.txt,['ghg emission'],in short proxima be a new chemistry for an endure challenge make material that be light strong and more durable with low ghg emission
XOM_2024Q1.txt,['make carbon'],we be also explore opportunity for material make from carbon which as the world decarbonize will become an increasingly advantaged feedstock
XOM_2024Q1.txt,['market carbon'],we launch a technology venture about two year ago to assess attractive new market for carbon product
XOM_2024Q1.txt,"['value carbon', 'petrochemical process']",we see opportunity to transform the molecular structure of low value carbon rich feed from refining and petrochemical process to create high value product for grow market
XOM_2024Q1.txt,"['ton carbon', 'carbon dioxide']",atmospheric co2 be extremely diluted at about 425 part per million so a massive amount of air have to be process to remove a single ton of carbon dioxide
XOM_2024Q1.txt,['emission high'],in the upstream on a stand alone basis we be on track to double earning potential by 2027 compare to 2019 on a constant price basis as we reshape our portfolio divest non core asset and grow production from industry lead asset that offer low cost of supply low lifecycle emission and high return
XOM_2024Q2.txt,['renewable natural'],we see oil demand hold steady at around 100 million barrel per day in 2050 while demand for renewable and natural gas grow considerably
XOM_2024Q2.txt,"['include hydrogen', 'capture storage']",over time as it become more and more obvious that heavy industry and commercial transportation will not be meaningfully power by renewable the world will come to rely more on technology where we have an advantage include hydrogen biofuel and carbon capture and storage
XOM_2024Q2.txt,"['carbon energy', 'gas wind']",a serious approach to the transition should focus on move the world from high carbon to low carbon energy not simply from oil and gas to wind and solar
XOM_2024Q2.txt,"['truck include', 'electric vehicle']",with proxxima we transform low value gasoline molecule into a high performance high value thermoset resin that can be use in coating lightweight construction material and advanced composite for car and truck include battery box for electric vehicle
XOM_2024Q2.txt,"['greenhouse gas', 'gas emission']",material make with proxxima be light strong more durable and produce with significantly few greenhouse gas emission than traditional alternative
XOM_2024Q2.txt,['value carbon'],we also see a sizable opportunity in carbon material transform the molecular structure of low value carbon rich feed from our refining process into high value product for a range of application
XOM_2024Q2.txt,['cost environmentally'],yeah i guess to cap it off neil with we say at the time we announce the acquisition that we be go to produce more barrel at a low cost and in a more environmentally friendly way
XOM_2024Q2.txt,['capture storage'],for example dan 's team be start a new business in carbon capture and storage which require develop technology infrastructure logistic and market demand along with advocate for initial policy to stimulate growth
XOM_2024Q2.txt,"['capture storage', 'ton carbon']","recently we have add another 500,000 ton of carbon capture and storage to dan 's portfolio and the team be actively pursue more opportunity and growth with promising return in carbon capture"
XOM_2024Q2.txt,['hydrogen carbon'],our technology team be task with find innovative way to manipulate molecule particularly hydrogen and carbon to create product that meet societal need while reduce emission
XOM_2024Q2.txt,['pay carbon'],for instance the carbon capture market currently lack an establish framework that pay for carbon removal support by government policy
XOM_2024Q2.txt,['carbon free'],on the hydrogen front we still lack a robust market for low nearly carbon free hydrogen which be currently rely on government incentive
XOM_2024Q2.txt,"['electric vehicle', 'solar electric']",however much of the progress so far have be within the well establish wind solar and electric vehicle market
XOM_2024Q3.txt,['damage transmission'],with extensive damage to the transmission system that provide power to the site we be down for almost two week
XOM_2024Q3.txt,['environmental footprint'],as we say when we announce the deal combine our technology pioneer 's contiguous acreage and the capability of our two organization be allow we to recover more resource more efficiently with a low environmental footprint
XOM_2024Q3.txt,"['cheap clean', 'clean reliable']",once the government complete the associate power plant the gas to energy project be expect to provide the people of guyana with electricity that be significantly cheap clean and more reliable
XOM_2024Q3.txt,"['new energy', 'carbon free']",the facility represent a new energy value chain and will produce 1 billion cubic foot per day of virtually carbon free hydrogen with 98 of the co2 emission capture and store
XOM_2024Q3.txt,['new energy'],in the third quarter two new partner join the project to accelerate market development for this new energy value chain
XOM_2024Q3.txt,"['power heat', 'carbon energy']",the ammonia will be use to generate power and heat for industrial application in japan help to establish a new supply chain for low carbon energy
XOM_2024Q3.txt,['power generator'],the agreement with mitsubishi follow a similar agreement early this year with jera japan 's large power generator
XOM_2024Q3.txt,['carbon project'],while we still have some hurdle to clear we be encourage by the grow market recognition of the significant value and advantage of this first in the world low carbon project
XOM_2024Q3.txt,['carbon intensity'],of course the high hurdle as we have say be the translation of the ira 's technology agnostic legislation into enable regulation that maintain focus on the what carbon intensity and not the how
XOM_2024Q3.txt,['transport store'],in october we announce an agreement with our first natural gas processing customer to transport and store 1.2 million metric ton of co2 per year
XOM_2024Q3.txt,['market carbon'],"the 271,000 acre site further solidifie the u.s. gulf coast as a lead market for carbon capture transport and storage"
XOM_2024Q3.txt,['application automobile'],other include high performance coating and a range of lightweighting application for automobile
XOM_2024Q3.txt,['anode material'],in our carbon material venture we see a massive opportunity in the market for battery anode material which could grow at 25 per year and like proxxima reach $ 30 billion by 2030
XOM_2024Q3.txt,['battery range'],this innovative material have the potential to improve ev battery range by 30 and enable fast charging
XOM_2024Q3.txt,['facility environmentally'],everyone involve in these project be focus on run our facility in an environmentally responsible manner and we have be pleased with the minimal flaring achieve
XOM_2024Q4.txt,['business emission'],operationally we deliver strong result across the board include safety a bedrock commitment underpin everything we do reliability where we achieve record performance in our product solution business and emission where we have achieve a more than 60 reduction in methane intensity since 2016
XOM_2024Q4.txt,['carbon emission'],we be the only company in the world today with an end to end system capable of capturing transporting and store carbon emission
XOM_2024Q4.txt,['emission intensity'],this be the right kind of growth low cost of supply low emission intensity and high return
XOM_2024Q4.txt,['future hydrogen'],we believe these incentive be critical to establish a fully market base future where hydrogen compete head to head with traditional fuel
XOM_2024Q4.txt,['carbon intensity'],over the long term to achieve broad decarbonization government policy should set carbon intensity standard on product
XOM_2024Q4.txt,['emission low'],to drive further innovation and reduce the most emission at the low cost policy must remain technology agnostic
XOM_2024Q4.txt,['reduce sulfur'],they be most recently use to successfully and affordably reduce sulfur and marine fuel
XOM_2024Q4.txt,['carbon gas'],be you see any interest in the market for the low carbon gas solution versus just traditional gas power plant
XOM_2024Q4.txt,['capture storage'],and of course we have get the work we have be do with our partner around carbon capture and storage and we have get the green line
XOM_2024Q4.txt,['coal lng'],and as country around the world look to decarbonize and back out coal lng be go to play a really important role
XOM_2024Q4.txt,['make renewable'],but if we be to see a change in federal government regulation on co2 how do you think about that affect some of the decision you be make on the renewable and low carbon investment approach here
XOM_2024Q4.txt,['supply energy'],we focus instead on what we recognize as a need to continue to supply the energy source and product that the world desperately need to grow and for people 's prosperity to improve but at the same time reduce emission
XOM_2024Q4.txt,['emission continue'],and put in place the foundation for an approach that make sense that leverage our key competitive advantage and affordably reduce emission while we continue to meet the need for our product be part of the strategy
XOM_2024Q4.txt,"['capture storage', 'talk carbon']",i think a lot have happen in this space over time and i think probably the most important development be there be be a real shakeout between people who be out there talk about a carbon capture and storage business and people who be actually capable of do it
XOM_2025Q1.txt,['affordable energy'],the world will continue to need reliable and affordable energy and our portfolio of product that support modern living
XOM_2025Q1.txt,"['lead wind', 'turbine manufacturer']",we also announce a collaboration with nordics group a lead wind turbine manufacturer to use proxxima resin as a more durable solution for the company 's blade
XOM_2025Q1.txt,['carbon intensity'],while we be look to invest and take advantage of some of the government support and policy out there we be also work very hard to try to drive more robust holistic policy to establish a true framework for carbon accounting so that we can begin to really understand where the source of emission be and can then start to calculate true carbon intensity and the cost of carbon reduction
XOM_2025Q1.txt,['case wind'],my expectation and i do not have a good timeline for that but my expectation be that it will be a like a lot of these legal case that will wind its way through the procedural legal process and we will see where we get to on that but i do not have an update on that today
XOM_2025Q1.txt,['recognize fuel'],there be a broad recognition of the critical role of our product in each of their economy recognize that what we do fuel the engine of their economy so there ’ sensitivity around that
XOM_2025Q1.txt,['deliver energy'],what we be deliver out of our energy product segment and the refining business more specifically be really a reflection of a lot of hard work that be be go on for many year now
XOM_2025Q1.txt,['improve environmental'],then with our global operation organization we be really step back and take the good thinking across the corporation and the good thinking we can tap into outside the corporation and outside our industry to improve the performance of those refinery reduce maintenance that kathy touch on improve reliability drive safety and improve environmental performance
XOM_2025Q1.txt,['value reliability'],i ’d say we ’ve see huge value in that reliability be up and cost be down
XOM_2025Q2.txt,['produce renewable'],we be now produce renewable diesel at strathcona in canada for the first time
XOM_2025Q2.txt,"['policy economic', 'carbon intensity']",this be a key part of our low emission fuel strategy grow production where policy and economic be supportive of cost effectively reduce the carbon intensity of essential product
XOM_2025Q2.txt,['capture storage'],in our low carbon solutions business our first third party carbon capture and storage project be now in operation
XOM_2025Q2.txt,['hydrogen market'],we be now work to determine if the combination of 45q and a shortened 45v will provide the support need to catalyze a broad low carbon hydrogen market
XOM_2025Q2.txt,['cut carbon'],so as the credit now be cut carbon utilization and sequestration at parity do that far open up the opportunity set for project
XOM_2025Q2.txt,['progress carbon'],however we have make significant progress in carbon capture and our team have find numerous additional opportunity
XOM_2025Q2.txt,['choose energy'],i believe that the country participate will choose energy that align with their economic need
XOM_2025Q2.txt,"['capture storage', 'storage power']",our interest in low carbon datum center be about enable carbon capture and storage rather than power generation itself
XOM_2025Q3.txt,['battery charge'],their testing show the battery can be charge 30 fast provide a 30 increase in effective range and last up to four time long
XOM_2025Q3.txt,['carbon market'],this quarter we also announce the acquisition of key asset from superior graphite a leader in the graphite and specialty carbon market
XOM_2025Q3.txt,"['energy efficient', 'industry alternative']",work with their team and incorporate their technology we will develop and scale a differentiate graphitization process that have high throughput be 50 more energy efficient and significantly low cost than available industry alternative today
XOM_2025Q3.txt,"['work carbon', 'lead carbon']",one of those piece of work be around what can we do with carbon molecule particularly give the drive necessary to reduce emission and the co2 out of the atmosphere that lead to more and more carbon
XOM_2025Q3.txt,"['traditional power', 'add carbon']",but just give how quickly that power demand be grow and just how quickly that scale be grow as well i be curious if there be any appetite to start offer maybe traditional power first and then add on carbon capture capability later on
XOM_2025Q3.txt,['capture carbon'],but as you point out we be very focused on the carbon capture side the carbon abate power side of the equation
XOM_2025Q3.txt,"['capture carbon', 'carbon emission']",so it be very much around provide decarbonize natural gas power station and then capture the carbon and emission on the back end of that so that we can offer a low carbon datum center where more than 90 of the emission be capture and abate
XOM_2025Q4.txt,['ghg emission'],we have already achieve our 2030 emission reduction plan for ghg emission and flaring intensity
XOM_2025Q4.txt,['intensity reduction'],we expect to reach our 2030 methane intensity reduction by the end of this year
XOM_2025Q4.txt,['emission intensity'],these asset have low cost of supply low emission intensity and high return
XOM_2025Q4.txt,['invest green'],it be that same discipline that we have in not invest in the green business business where we have no real advantage no real expertise even though many in our industry choose to go in that direction
XOM_2025Q4.txt,['hydrogen carbon'],and i think you actually touch on one of the advantage of the work that we be do and stick to what i would call be our hydrogen and carbon molecule business be a lot of the application that we be develop the new application that we be develop leverage the same capability go into the product that we be currently serve with our traditional business
XOM_2025Q4.txt,['make carbon'],what can we make with carbon
XOM_2025Q4.txt,['compete source'],and of course the challenge then be build the at scale production facility and do that in a way that be very cost competitive and can compete with source supply all around the world
XOM_2025Q4.txt,['application lithium'],that go into battery application lithium go into battery application
XOM_2025Q4.txt,['make battery'],and we can also use it in injection molding and to make battery holder
XOM_2025Q4.txt,['capture storage'],exxon mobil corporation be a leader in carbon capture and storage
XOM_2025Q4.txt,['generation carbon'],i think people have begin to realize that certainly in the timeframe that our people be talk about today really the only viable option at scale today here in the very near to medium term be gas fire power generation with carbon capture
XOM_2025Q4.txt,['capture sequestration'],and we be uniquely position with respect to that with the investment that we make in denbury and now today have the only scale end to end carbon capture and sequestration system
